l_gp_a,g_gp_a,b_gp_a,l_wp_a,g_wp_a,b_wp_a,p,ll
0.20952132586916078,1.0752957679519848e-05,0.5774408812035994,1.0368991974795063,0.058998684335986304,2.232220621308216,1,-66458.16029545074
0.22214834728667435,2.2446375734237887e-05,0.05937111050222623,1.9342070863410459,0.0365023246818784,0.13322543017044383,1,-3836292.2087424076
0.40955515737685266,0.0002938011842774935,0.7130503785240097,0.14540960859963128,0.016279410860167626,0.13583332821832933,2,-1382036.0850222425
0.7280562866470351,0.0004172552513895146,1.3057153977805114,0.20383007668719072,0.001879205019710842,0.11174839099238852,1,-115778.73637314358
1.0330493179862938,1.1548836309602955e-05,0.24203027220876946,0.09613689525485852,0.07704277266538927,0.1340786988265652,0,-87565.37163677081
1.0648810660249726,3.581601883986404e-05,0.08824559534436859,0.46683647128430666,0.005567427241606849,0.6529558990948647,1,-19422.988281094076
0.2277034672599629,5.5925602561651316e-05,0.29569677699627134,0.10157575895397677,0.00012221848326187775,0.13237407148406,5,-566852.5275703184
0.5421224897488947,0.0001637770545216868,0.4562640774273361,0.4774175314263664,0.0008157674699163008,0.8532534354294676,2,-1376017.6496545328
0.4827464953943731,0.0007214647740754772,1.7327404788985412,1.441014940802769,0.0057997164167902055,2.4025173379224083,0,-355170.8565965458
1.2519137697340694,2.4263004238074286e-05,1.1632656615797292,0.32965830932874024,5.755095579218413e-05,2.869961916638054,2,-3905226.9267354948
